..\datos\GKD-b_10_n25_m7.txt;23.2651;49
..\datos\GKD-b_11_n50_m5.txt;8.82886;86
..\datos\GKD-b_12_n50_m5.txt;3.29407;89
..\datos\GKD-b_13_n50_m5.txt;12.9767;112
..\datos\GKD-b_14_n50_m5.txt;8.67316;112
..\datos\GKD-b_15_n50_m5.txt;2.9436;99
..\datos\GKD-b_16_n50_m15.txt;85.927;553
..\datos\GKD-b_17_n50_m15.txt;48.1074;593
..\datos\GKD-b_18_n50_m15.txt;65.8839;437
..\datos\GKD-b_19_n50_m15.txt;63.9427;443
..\datos\GKD-b_1_n25_m2.txt;0;7
..\datos\GKD-b_20_n50_m15.txt;53.5642;450
..\datos\GKD-b_21_n100_m10.txt;23.728;962
..\datos\GKD-b_22_n100_m10.txt;21.7585;822
..\datos\GKD-b_23_n100_m10.txt;35.2775;927
..\datos\GKD-b_24_n100_m10.txt;26.5731;1053
..\datos\GKD-b_25_n100_m10.txt;26.0747;838
..\datos\GKD-b_26_n100_m30.txt;278.686;4116
..\datos\GKD-b_27_n100_m30.txt;234.266;3977
..\datos\GKD-b_28_n100_m30.txt;214.943;4768
..\datos\GKD-b_29_n100_m30.txt;167.795;4174
..\datos\GKD-b_2_n25_m2.txt;0;9
..\datos\GKD-b_30_n100_m30.txt;184.331;3240
..\datos\GKD-b_31_n125_m12.txt;15.9229;3127
..\datos\GKD-b_32_n125_m12.txt;37.3917;2101
..\datos\GKD-b_33_n125_m12.txt;30.442;2282
..\datos\GKD-b_34_n125_m12.txt;36.4823;1866
..\datos\GKD-b_35_n125_m12.txt;24.9415;2072
..\datos\GKD-b_36_n125_m37.txt;261.665;6497
..\datos\GKD-b_37_n125_m37.txt;344.08;7175
..\datos\GKD-b_38_n125_m37.txt;292.573;7641
..\datos\GKD-b_39_n125_m37.txt;313.193;7620
..\datos\GKD-b_3_n25_m2.txt;0;8
..\datos\GKD-b_40_n125_m37.txt;294.091;6938
..\datos\GKD-b_41_n150_m15.txt;38.5493;3584
..\datos\GKD-b_42_n150_m15.txt;49.9539;3888
..\datos\GKD-b_43_n150_m15.txt;43.4363;3691
..\datos\GKD-b_44_n150_m15.txt;37.5311;3109
..\datos\GKD-b_45_n150_m15.txt;44.5115;3238
..\datos\GKD-b_46_n150_m45.txt;436.964;9651
..\datos\GKD-b_47_n150_m45.txt;360.276;11162
..\datos\GKD-b_48_n150_m45.txt;430.695;9814
..\datos\GKD-b_49_n150_m45.txt;374.986;10870
..\datos\GKD-b_4_n25_m2.txt;0;9
..\datos\GKD-b_50_n150_m45.txt;377.27;10706
..\datos\GKD-b_5_n25_m2.txt;0;8
..\datos\GKD-b_6_n25_m7.txt;12.718;46
..\datos\GKD-b_7_n25_m7.txt;23.6648;39
..\datos\GKD-b_8_n25_m7.txt;21.2855;53
..\datos\GKD-b_9_n25_m7.txt;25.54;48
